,Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity
2432,TUF1,YOR187W,mitochondria,19.17,38.9657,,,,,,
942,TUL1,YKL034W,below threshold,16.96,4.0662,"punctate,vacuole",49.63399999999999,vacuole,27.9007,"ER,punctate,vacuole",63.0506
1062,TUM1,YOR251C,cytosol,25.0,5.91365,cytosol,282.378,cytosol,419.349,cytosol,41.803000000000004
242,TUP1,YCR084C,,,,"nucleus,nucleolus",164.868,missing,42.1223,nucleus,45.6568
1474,TUS1,YLR425W,cytosol,22.37,5.18345,cytosol,48.8221,cytosol,45.8284,below threshold,16.8784
110,TVP15,YDR100W,punctate,54.13,17.9049,punctate,197.33,punctate,357.38800000000003,punctate,69.7538
317,TVP18,YMR071C,punctate,58.17,18.0225,punctate,121.915,"cell periphery,vacuole",271.111,punctate,41.4739
107,TVP23,YDR084C,punctate,25.69,7.945130000000001,punctate,94.9761,vacuole,195.416,"punctate,nucleus",22.851999999999997
298,TVP38,YKR088C,punctate,41.26,11.8243,punctate,113.613,punctate,216.081,punctate,35.6464
81,TWF1,YGR080W,punctate,28.49,9.03764,"punctate,bud neck",161.392,"cytosol,bud neck",191.168,"punctate,bud neck",46.5293
175,TYC1,YBR296C-A,,,,below threshold,13.9074,missing,4.43846,below threshold,17.6697
899,TYE7,YOR344C,below threshold,18.3,5.3301099999999995,"cytosol,nucleus",33.6646,below threshold,7.4489399999999995,punctate,19.5594
681,TYR1,YBR166C,cytosol,43.07,8.2539,cytosol,117.929,cytosol,202.77200000000002,cytosol,45.1284
802,TYS1,YGR185C,below threshold,16.49,4.52795,cytosol,246.614,cytosol,352.07300000000004,below threshold,20.0591
214,TYW1,YPL207W,ER,47.48,10.2143,"cell periphery,ER",90.0117,ER,86.469,"ER,bud neck",57.2632
969,TYW3,YGL050W,below threshold,20.67,5.46399,cytosol,92.7504,cytosol,124.557,cytosol,37.8562
1660,UAF30,YOR295W,nucleolus,22.26,4.76722,"cytosol,nucleus",74.4034,nucleus,73.7917,below threshold,16.338
2027,UBA1,YKL210W,nucleus:cytosol,186.8,54.7339,"cytosol,nucleus",312.908,"cytosol,nucleus",0.0,below threshold,155.811
709,UBA2,YDR390C,,,,nucleus,101.99799999999999,nucleus,102.291,nucleus,41.4969
369,UBA3,YPR066W,below threshold,16.51,4.57785,cytosol,36.0425,nucleus,27.1179,below threshold,19.3671
964,UBA4,YHR111W,cytosol:punctate,37.58,9.45584,cytosol,106.20100000000001,cytosol,134.215,cytosol,41.8616
5,UBC1,YDR177W,nucleus:cytosol,61.15,13.6403,cytosol,185.482,cytosol,302.82599999999996,cytosol,85.3367
1204,UBC11,YOR339C,below threshold,19.3,4.41408,cytosol,169.237,cytosol,204.675,below threshold,20.4851
2445,UBC12,YLR306W,cytosol,22.51,4.38731,,,,,,
532,UBC13,YDR092W,,,,cytosol,107.456,cytosol,149.385,cytosol,51.7813
475,UBC4,YBR082C,cytosol,133.4,38.5966,cytosol,284.259,cytosol,499.75699999999995,cytosol,163.751
1588,UBC5,YDR059C,cytosol,29.31,8.92398,cytosol,65.4687,missing,,missing,
186,UBC6,YER100W,,,,ER,95.7402,ER,111.79799999999999,ER,25.905
189,UBC7,YMR022W,below threshold,20.54,5.3932199999999995,"cytosol,ER",66.1189,"cytosol,nucleus",102.09100000000001,ER,33.032
699,UBC8,YEL012W,below threshold,17.37,4.8625,"cytosol,nucleus",307.569,cytosol,557.696,nucleus,61.2671
741,UBC9,YDL064W,below threshold,17.86,4.47759,nucleus,83.1386,nucleus,150.817,nucleus,37.2284
878,UBI4,YLL039C,cytosol,46.71,23.0958,punctate,71.3391,punctate,6.56542,punctate,74.2582
26,UBP1,YDL122W,cytosol,59.69,16.2425,ER,81.9837,ER,84.05,ER,29.3484
111,UBP10,YNL186W,nucleus,64.21,15.2798,nucleolus,99.3069,"nucleus,nucleolus",93.1116,"nucleus,nucleolus",30.5717
67,UBP11,YKR098C,below threshold,16.59,3.7040699999999998,mitochondria,47.6122,mitochondria,61.5178,punctate,19.3019
533,UBP12,YJL197W,nucleus:cytosol,38.54,7.9734,nucleus,119.164,nucleus,102.156,nucleus,26.1469
2104,UBP13,YBL067C,below threshold,15.88,3.21192,cytosol,74.7686,cytosol,0.0,cytosol,28.8545
941,UBP14,YBR058C,nucleus,22.28,6.96505,nucleus,143.588,nucleus,163.076,nucleus,35.5925
237,UBP15,YMR304W,punctate:cytosol,37.42,9.62165,cytosol,126.897,"cytosol,nucleus",97.17200000000001,"cytosol,punctate",38.3407
287,UBP16,YPL072W,mitochondria,18.76,4.58427,"cell periphery,punctate",48.066,missing,0.0,below threshold,20.4829
517,UBP2,YOR124C,below threshold,15.92,3.9207300000000003,cytosol,139.565,cytosol,165.683,cytosol,45.6652
101,UBP3,YER151C,cytosol,69.67,16.4087,cytosol,88.1907,cytosol,103.19,cytosol,37.254
67,UBP5,YER144C,cytosol,20.05,4.49739,"cytosol,bud neck",43.5501,bud neck,51.6072,below threshold,21.7112
170,UBP6,YFR010W,cytosol,19.21,6.7638300000000005,"nucleus,nucleolus",151.458,nucleus,232.521,nucleus,29.5978
58,UBP7,YIL156W,cytosol,20.93,5.18929,"cytosol,punctate,bud",51.2325,missing,0.0,missing,
642,UBP8,YMR223W,nucleus,25.29,5.52366,"cytosol,nucleus",61.8672,nucleus,60.2443,nucleus,33.6566
961,UBP9,YER098W,cytosol,19.52,4.67751,cytosol,54.4488,cytosol,57.7209,below threshold,21.8941
541,UBR1,YGR184C,below threshold,14.83,3.77584,nucleus,103.876,"nucleus,nucleolus",106.419,nucleus,20.8159
1122,UBR2,YLR024C,below threshold,14.95,2.90766,"cytosol,nucleus",35.2483,nucleus,17.0497,below threshold,23.8039
476,UBS1,YBR165W,below threshold,16.84,4.78147,"punctate,nucleus",21.7335,below threshold,5.32664,"punctate,nucleus",23.1573
387,UBX2,YML013W,ER,35.85,9.75189,ER,96.9473,ER,138.558,ER,31.5841
13,UBX3,YDL091C,,,,"ER,punctate",77.6093,"ER,punctate",102.042,punctate,21.4065
382,UBX4,YMR067C,,,,"cytosol,nucleus",86.2516,nucleus,113.52600000000001,cytosol,38.6394
360,UBX5,YDR330W,nucleus,25.25,5.9810099999999995,"cytosol,nucleus",96.2167,nucleus,176.74599999999998,nucleus,23.4134
634,UBX6,YJL048C,punctate:nuclear periphery,27.66,9.338189999999999,"punctate,nuclear periphery",35.8418,below threshold,,punctate,16.7606
32,UBX7,YBR273C,,,,"ER,punctate",98.4314,"ER,punctate",130.173,ER,30.0642
559,UCC1,YLR224W,,,,cytosol,33.6064,cytosol,25.4544,punctate,21.3705
121,UFD1,YGR048W,nucleus:cytosol,42.97,10.6442,"cytosol,nucleus",78.5971,"cytosol,nucleus",132.245,"cytosol,nucleus",29.6091
1460,UFD2,YDL190C,below threshold,15.12,3.9066699999999996,cytosol,102.48200000000001,"punctate,nucleus",129.563,cytosol,29.795
682,UFD4,YKL010C,below threshold,15.54,3.62298,"cytosol,nucleus",104.586,nucleus,106.83200000000001,nucleus,33.8272
519,UFE1,YOR075W,,,,ER,50.8842,vacuole,13.0904,"ER,punctate",28.456999999999997
1619,UFO1,YML088W,,,,cytosol,65.6126,cytosol,76.7072,below threshold,21.1813
987,UGA1,YGR019W,,,,cytosol,253.601,cytosol,263.559,cytosol,87.4598
2026,UGA2,YBR006W,cytosol,38.15,36.897,cytosol,197.332,cytosol,,punctate,46.4573
178,UGA3,YDL170W,nucleus,17.9,4.21485,nucleus,54.0767,nucleus,68.9825,nucleus,32.0771
17,UGA4,YDL210W,below threshold,15.16,4.65626,vacuole membrane,63.5301,vacuole,105.34700000000001,below threshold,14.4451
307,UGO1,YDR470c,,,,punctate,46.3405,punctate,60.0384,below threshold,20.3673
851,UGP1,YKL035W,below threshold,17.22,4.40469,cytosol,179.43,below threshold,228.30900000000003,cytosol,26.7444
424,UGX2,YDL169C,below threshold,17.52,4.45739,nucleus,43.483999999999995,"punctate,nucleus",23.4063,below threshold,18.0349
19,UIP3,YAR027W,ambiguous,19.61,6.6391800000000005,"punctate,vacuole membrane",118.1,"ER,vacuole",235.893,below threshold,17.1342
422,UIP4,YPL186C,below threshold,17.1,4.55662,ER,92.4772,"ER,punctate",107.008,mitochondria,24.4082
951,UIP5,YKR044W,ambiguous,21.24,5.78425,"punctate,vacuole",48.1963,vacuole,25.364,below threshold,20.5185
1875,ULA1,YPL003W,below threshold,15.35,3.4955199999999995,cytosol,56.4264,"ER,vacuole",0.0,cytosol,21.4421
855,ULI1,YFR026C,below threshold,19.07,3.6913,"ER,punctate",239.572,"ER,punctate",156.47899999999998,below threshold,18.349
591,ULP1,YPL020C,nuclear periphery,21.14,5.49785,nuclear periphery,56.3136,"punctate,nuclear periphery",0.0,"punctate,nuclear periphery",25.6421
1021,ULP2,YIL031W,below threshold,15.35,3.3419,nucleus,49.8865,nucleus,37.0818,below threshold,20.2221
364,ULS1,YOR191W,nucleus,18.01,3.70896,"punctate,nucleus",61.2164,"punctate,nucleus",36.4852,nucleus,21.4462
1976,UME1,YPL139C,nucleus,26.43,6.5515,"cytosol,nucleus",97.6651,"cytosol,nucleus",268.26599999999996,nucleus,34.6877
2012,UME6,YDR207C,nucleus,24.43,7.778810000000001,cytosol,63.8191,cytosol,,punctate,17.3222
2133,UMP1,YBR173C,below threshold,17.96,3.5076,"cytosol,nucleus",180.25099999999998,"cytosol,nucleus",,below threshold,18.4954
1058,UNG1,YML021C,below threshold,17.98,4.81431,nucleus,135.644,vacuole,134.009,nucleus,25.1614
249,UPC2,YDR213W,nucleus,20.41,4.70985,nucleus,63.3498,nucleus,43.1567,nucleus,22.9398
989,UPF3,YGR072W,cytosol,31.84,6.11683,"cytosol,punctate",68.4814,punctate,73.295,cytosol,34.641999999999996
1856,UPS1,YLR193C,mitochondria,22.82,5.55119,"cytosol,punctate",29.2446,"cell periphery,vacuole",0.0,below threshold,25.3708
697,UPS2,YLR168C,mitochondria,41.18,10.2715,punctate,38.7786,below threshold,11.3283,"cytosol,punctate",27.0438
55,UPS3,YDR185C,mitochondria,21.51,5.52,mitochondria,56.2027,mitochondria,9.6038,below threshold,23.1099
2135,URA1,YKL216W,cytosol,91.59,75.8467,cytosol,191.40200000000002,cytosol,26.1251,cytosol,357.779
812,URA10,YMR271C,below threshold,17.2,4.02124,cytosol,272.454,cytosol,510.394,cytosol,32.92
1953,URA2,YJL130C,below threshold,20.16,4.37986,cytosol,431.352,cytosol,53.0631,cytosol,169.68200000000002
1551,URA4,YLR420W,cytosol,22.0,5.47772,cytosol,183.833,cytosol,239.46,cytosol,178.852
2487,URA5,YML106W,below threshold,18.36,5.42266,,,,,,
694,URA6,YKL024C,cytosol,70.17,14.5014,"cytosol,nucleus",349.11,ER,106.54,below threshold,81.6967
662,URA7,YBL039C,cytosol,178.05,38.5516,"ER,vacuole",63.3414,missing,,cytosol,108.413
671,URA8,YJR103W,below threshold,17.24,4.10002,"ER,vacuole",84.2522,vacuole,34.2027,cytosol,30.0458
172,URB1,YKL014C,nucleolus,61.6,18.3697,"nucleus,nucleolus",81.2535,nucleus,49.1312,"nucleus,nucleolus",42.54
103,URB2,YJR041C,nucleolus,42.18,10.0726,nucleolus,93.1436,nucleolus,58.1451,nucleolus,45.46
1139,URC2,YDR520C,nucleus,20.07,4.34154,nucleus,40.4865,cytosol,134.73,missing,0.0
867,URE2,YNL229C,below threshold,16.89,4.05526,cytosol,89.1933,cytosol,145.952,cytosol,58.7187
575,URH1,YDR400W,below threshold,18.25,5.83,cytosol,131.112,cytosol,202.77900000000002,cytosol,31.2376
582,URK1,YNR012W,nucleus,25.93,5.78575,cytosol,109.454,punctate,123.484,below threshold,25.6799
1399,URM1,YIL008W,cytosol,39.69,10.7843,cytosol,230.928,cytosol,386.69599999999997,cytosol,51.0719
1832,URN1,YPR152C,nucleus,24.4,5.65149,"cytosol,nucleus",59.3525,vacuole,78.4408,punctate,19.3434
389,USA1,YML029W,,,,ER,86.6604,"ER,nuclear periphery",103.62200000000001,below threshold,21.7873
1287,USB1,YLR132C,,,,"cytosol,nucleus",49.7463,nucleus,0.0,below threshold,23.5372
155,USE1,YGL098W,,,,ER,55.1547,ER,60.3831,below threshold,21.4591
11,USO1,YDL058W,punctate,33.71,9.827919999999999,punctate,133.018,"cytosol,punctate",97.2444,punctate,30.6336
958,USV1,YPL230W,below threshold,17.24,4.22178,nucleus,48.7602,nucleus,15.9911,nucleus,17.4927
752,UTH1,YKR042W,,,,"cytosol,nucleus",152.291,below threshold,11.2861,cytosol,233.75
219,UTP10,YJL109C,nucleolus,111.25,30.1712,nucleolus,101.626,nucleolus,66.3194,"nucleus,nucleolus",40.4562
182,UTP11,YKL099C,below threshold,15.92,4.06775,"nucleus,nucleolus",119.33,"nucleus,nucleolus",80.8501,"nucleus,nucleolus",55.5605
98,UTP13,YLR222C,nucleolus,91.1,27.428,nucleolus,99.7328,nucleolus,81.4383,nucleolus,55.0178
173,UTP14,YML093W,below threshold,14.21,4.08125,"nucleus,nucleolus",110.119,nucleus,51.3148,"nucleus,nucleolus",69.8667
196,UTP15,YMR093W,below threshold,15.32,2.94591,nucleolus,67.9362,"nucleus,nucleolus",21.9501,nucleus,74.4447
73,UTP18,YJL069C,nucleolus,68.4,17.3148,nucleolus,97.5299,"nucleus,nucleolus",105.904,nucleolus,50.4851
93,UTP20,YBL004W,below threshold,17.09,4.3243599999999995,nucleolus,72.1229,"nucleus,nucleolus",43.5016,nucleolus,39.1567
141,UTP21,YLR409C,nucleus,61.89,28.3041,nucleolus,94.5828,"nucleus,nucleolus",32.4953,below threshold,19.2598
131,UTP22,YGR090W,nucleus,89.65,21.7466,"nucleus,nucleolus",132.804,"nucleus,nucleolus",32.8469,"nucleus,nucleolus",90.0117
246,UTP23,YOR004W,below threshold,15.68,4.35522,"nucleus,nucleolus",74.7177,missing,17.635,missing,0.0
203,UTP25,YIL091C,nucleolus,48.63,11.3276,"nucleus,nucleolus",91.78399999999999,"ER,vacuole",115.26799999999999,nucleolus,53.8632
166,UTP30,YKR060W,nucleus,40.77,10.6532,"nucleus,nucleolus",98.6661,"nucleus,nucleolus",107.587,"nucleus,nucleolus",26.8022
193,UTP4,YDR324C,below threshold,17.09,4.35688,"nucleus,nucleolus",73.1715,"nucleus,nucleolus",79.6913,below threshold,14.6054
212,UTP5,YDR398W,nucleolus,92.94,25.6639,nucleolus,90.4254,nucleolus,29.4922,nucleolus,46.7562
57,UTP6,YDR449C,nucleolus,70.84,18.0757,nucleolus,64.2521,"nucleus,nucleolus",92.3519,nucleolus,48.278
112,UTP7,YER082C,below threshold,15.02,3.49261,nucleolus,120.31,"nucleus,nucleolus",110.57600000000001,"nucleus,nucleolus",53.8468
40,UTP8,YGR128C,nucleolus,82.99,21.482,nucleolus,83.3418,nucleolus,61.621,nucleolus,54.9814
31,UTP9,YHR196W,nucleolus,81.84,23.6266,nucleolus,80.665,nucleolus,89.4058,nucleolus,54.9578
1113,UTR1,YJR049C,below threshold,14.57,3.27543,cytosol,168.891,cytosol,176.141,cytosol,34.9171
817,UTR2,YEL040W,,,,"ER,punctate,vacuole",432.55300000000005,missing,,below threshold,17.8391
1304,UTR4,YEL038W,below threshold,17.23,3.20031,cytosol,276.592,cytosol,403.25,cytosol,84.2379
1452,UTR5,YEL035C,below threshold,16.95,4.04429,cytosol,0.0,missing,0.0,nucleus,
123,VAB2,YEL005C,punctate,18.84,4.62697,vacuole membrane,49.6075,"ambiguous,punctate",35.8869,"ambiguous,punctate",19.2038
59,VAC14,YLR386W,vacuole membrane,31.77,7.30053,mitochondria,86.0236,punctate,87.0704,punctate,24.6604
45,VAC17,YCL063W,cytosol,19.56,4.965730000000001,"cytosol,punctate",27.8715,below threshold,5.63981,below threshold,20.213
91,VAC7,YNL054W,below threshold,14.82,3.9817699999999996,vacuole membrane,52.9029,"punctate,vacuole membrane",57.2967,vacuole membrane,21.8441
66,VAC8,YEL013W,below threshold,14.07,4.01848,"cytosol,vacuole membrane",157.019,"cytosol,nucleus",323.817,"ambiguous,cytosol",89.9082
69,VAM10,YOR068C,below threshold,15.68,3.78959,nucleus,36.7858,below threshold,4.3692,below threshold,15.1286
87,VAM3,YOR106W,,,,vacuole membrane,65.1948,vacuole membrane,70.8879,vacuole membrane,26.9847
3,VAM6,YDL077C,vacuole,19.48,5.310980000000001,vacuole membrane,68.5273,vacuole membrane,41.2313,vacuole membrane,21.9348
44,VAM7,YGL212W,vacuole,30.03,6.725569999999999,vacuole membrane,79.3908,vacuole membrane,94.084,below threshold,20.9765
275,VAN1,YML115C,punctate,30.99,6.0805,punctate,78.375,below threshold,0.0,punctate,43.3022
198,VAS1,YGR094W,below threshold,16.31,4.125380000000001,mitochondria,99.8736,missing,,missing,
71,VBA1,YMR088C,below threshold,15.31,3.5849599999999997,vacuole membrane,89.1149,vacuole membrane,148.055,vacuole membrane,27.7898
43,VBA2,YBR293W,below threshold,14.51,3.9849099999999997,ER,33.0214,ER,27.7172,below threshold,18.3533
79,VBA3,YCL069W,below threshold,15.08,4.14495,ER,30.0839,"cytosol,ER",11.4762,ER,18.7667
31,VBA4,YDR119W,,,,vacuole membrane,111.163,vacuole membrane,152.356,vacuole membrane,53.5064
113,VBA5,YKR105C,below threshold,14.74,3.92694,cell periphery,88.9368,"cell periphery,vacuole",177.796,below threshold,18.8794
9,VCX1,YDL128W,ER,40.55,12.387,vacuole membrane,219.99400000000003,ER,276.246,vacuole membrane,70.9204
244,VEL1,YGL258W,below threshold,16.82,3.7356800000000003,"cell periphery,ER",156.689,"ER,vacuole",29.919,below threshold,21.0381
676,VFA1,YER128W,,,,"cytosol,punctate",104.728,cytosol,189.37400000000002,punctate,28.052
6,VHC1,YBR235W,,,,vacuole membrane,65.0961,vacuole membrane,76.014,ambiguous,21.3135
869,VHR1,YIL056W,below threshold,16.32,3.78919,"punctate,nucleus",51.6521,nucleus,30.8558,nucleus,22.796
277,VHR2,YER064C,,,,nucleus,25.2075,below threshold,4.680630000000001,nucleus,31.3119
2112,VHS1,YDR247W,cytosol,31.87,7.733289999999999,cytosol,22.1895,cytosol,93.3056,below threshold,20.9089
1279,VHS2,YIL135C,below threshold,16.92,3.89097,cytosol,58.993,cytosol,55.797,below threshold,25.6152
1909,VHS3,YOR054C,below threshold,16.87,4.3186,cytosol,59.7855,"cell periphery,vacuole",0.0,punctate,20.936
79,VHT1,YGR065C,cell periphery,42.22,15.5915,cell periphery,47.2526,"cell periphery,vacuole",75.1211,cell periphery,22.7933
946,VID22,YLR373C,below threshold,15.26,4.65499,"punctate,nucleus",57.1253,nucleus,66.8556,"punctate,nucleus",33.1673
55,VID24,YBR105C,nucleus:cytosol,58.91,16.6407,cytosol,43.9156,cytosol,30.3631,below threshold,18.1117
1056,VID27,YNL212W,cytosol,37.17,10.8967,"cytosol,punctate",133.889,cytosol,181.697,punctate,32.1656
908,VID28,YIL017C,cytosol,19.48,4.84893,"cytosol,nucleus",63.3222,nucleus,31.1248,below threshold,21.837
552,VID30,YGL227W,nucleus:cytosol,21.97,6.06909,"cytosol,nucleus",57.4915,nucleus,30.5773,"punctate,nucleus",27.4872
1734,VIK1,YPL253C,nucleus,177.33,47.4105,"cytosol,punctate",41.2367,punctate,26.1898,punctate,19.8337
1548,VIP1,YLR410W,below threshold,15.95,3.8459199999999996,cytosol,113.755,cytosol,116.689,cytosol,34.7268
896,VLD1,YIR014W,,,,ER,52.0368,vacuole membrane,30.0723,below threshold,15.4778
50,VMA10,YHR039C-A,vacuole membrane,233.11,63.6958,vacuole membrane,20.5578,vacuole membrane,382.18300000000005,below threshold,17.4036
110,VMA11,YPL234C,,,,vacuole membrane,0.0,"ER,vacuole",25.3793,missing,0.0
100,VMA13,YPR036W,vacuole membrane,162.4,37.4496,vacuole membrane,244.71900000000002,vacuole membrane,309.181,vacuole membrane,125.56200000000001
118,VMA2,YBR127C,vacuole membrane,210.82,56.1318,"punctate,vacuole membrane",483.957,vacuole membrane,318.202,"punctate,vacuole membrane",199.833
246,VMA21,YGR105W,vacuole,30.86,10.2941,ER,257.02,ER,533.895,ER,76.6591
132,VMA22,YHR060W,ER,19.27,5.75202,"cytosol,nucleus",150.268,"cytosol,nucleus",100.044,below threshold,16.7702
105,VMA4,YOR332W,vacuole membrane,262.23,77.4308,vacuole membrane,416.815,vacuole membrane,515.7080000000001,missing,0.0
73,VMA5,YKL080W,cytosol,41.29,7.636769999999999,vacuole membrane,369.23400000000004,"cytosol,vacuole membrane",480.995,vacuole membrane,196.79
75,VMA6,YLR447C,below threshold,16.12,3.95369,vacuole membrane,0.0,missing,0.0,below threshold,25.0789
47,VMA7,YGR020C,,,,vacuole membrane,0.0,vacuole membrane,388.811,below threshold,18.7548
11,VMA8,YEL051W,vacuole membrane,95.5,29.0029,below threshold,58.7086,below threshold,0.0,below threshold,16.4722
6,VMA9,YCL005W-A,,,,vacuole,48.0168,"cell periphery,vacuole",75.0145,below threshold,18.7965
22,VMR1,YHL035C,below threshold,17.96,4.0463,below threshold,18.9025,below threshold,5.66521,below threshold,13.6143
50,VMS1,YDR049W,,,,cytosol,54.2474,cytosol,103.566,below threshold,24.6695
80,VNX1,YNL321W,below threshold,19.49,5.09071,vacuole membrane,47.8447,vacuole membrane,43.0199,ambiguous,15.9438
130,VOA1,YGR106C,vacuole membrane,119.12,37.2497,vacuole membrane,176.9,"ER,vacuole",89.6471,"ER,vacuole",82.96
97,VPH1,YOR270C,vacuole membrane,266.7,75.381,vacuole membrane,190.05700000000002,vacuole membrane,82.0716,vacuole membrane,250.762
381,VPH2,YKL119C,,,,"ER,punctate",80.4753,vacuole,153.108,ER,33.3044
167,VPS1,YKR001C,punctate,16.38,6.8675,"cytosol,punctate",206.045,"cytosol,punctate",269.532,punctate,21.1751
2013,VPS13,YLL040C,cytosol,32.31,7.70441,"cytosol,punctate",102.682,"cytosol,punctate",87.4724,punctate,46.3078
105,VPS15,YBR097W,punctate,18.26,4.91155,"punctate,vacuole membrane",40.0635,"punctate,vacuole membrane",47.8911,punctate,24.3795
306,VPS16,YPL045W,punctate,27.58,6.657439999999999,"cytosol,punctate",57.3092,missing,,punctate,26.8506
1643,VPS17,YOR132W,punctate,35.38,7.6692800000000005,"cytosol,punctate",77.5427,punctate,42.8819,cytosol,33.9345
199,VPS20,YMR077C,punctate,23.1,6.07572,cytosol,41.7913,cytosol,68.196,missing,0.0
375,VPS21,YOR089C,,,,punctate,97.17399999999999,punctate,160.365,punctate,66.087
217,VPS24,YKL041W,punctate,35.95,18.3466,"cytosol,punctate",92.3453,cytosol,224.584,"cytosol,punctate",49.3538
187,VPS25,YJR102C,below threshold,17.5,6.26947,cytosol,112.801,cytosol,237.37599999999998,below threshold,16.5428
234,VPS27,YNR006W,,,,"cytosol,punctate",64.0245,punctate,67.2174,below threshold,32.1376
311,VPS28,YPL065W,punctate,20.06,4.31534,cytosol,91.1616,"cytosol,nucleus",62.1582,punctate,31.8021
881,VPS29,YHR012W,below threshold,13.47,4.50087,punctate,57.3083,cytosol,9.36176,punctate,22.1054
115,VPS3,YDR495C,punctate,22.86,4.44482,punctate,50.4136,"cytosol,punctate",31.7753,punctate,25.4739
242,VPS30,YPL120W,below threshold,15.41,3.8465599999999998,cytosol,54.4719,cytosol,59.6747,punctate,25.4244
214,VPS33,YLR396C,below threshold,14.78,4.76154,"cytosol,punctate",76.2605,"punctate,nucleus",78.7606,punctate,35.9837
182,VPS34,YLR240W,punctate,21.45,8.3149,"cytosol,punctate",48.9015,"cytosol,punctate",53.8626,punctate,24.9314
1213,VPS35,YJL154C,punctate:vacuole membrane,47.08,12.2015,"cytosol,punctate",67.6792,"punctate,nuclear periphery",19.5854,punctate,44.2297
346,VPS36,YLR417W,cytosol,23.68,5.34981,punctate,42.0329,punctate,20.7047,below threshold,23.4872
56,VPS38,YLR360W,punctate,18.7,5.02211,vacuole,25.2051,punctate,10.6388,punctate,21.1997
476,VPS4,YPR173C,punctate,35.81,13.7456,punctate,198.071,"punctate,nucleus",250.65200000000002,punctate,24.0294
20,VPS41,YDR080W,vacuole membrane,24.28,6.6189,vacuole membrane,61.3177,vacuole membrane,63.5635,vacuole membrane,24.5676
76,VPS45,YGL095C,,,,"cytosol,punctate",100.779,cytosol,151.002,punctate,36.6629
512,VPS5,YOR069W,punctate,28.85,7.430210000000001,"cytosol,punctate",83.0755,punctate,85.8396,punctate,41.8435
175,VPS51,YKR020W,punctate,20.25,4.7148,"cytosol,punctate",68.6872,"cytosol,punctate",51.0103,punctate,21.345
57,VPS52,YDR484W,punctate,23.28,5.93424,"cytosol,punctate",68.9156,"cytosol,punctate,bud",103.167,punctate,26.6974
133,VPS53,YJL029C,punctate,24.28,7.50259,"cytosol,punctate",70.5558,"cytosol,punctate",81.4132,punctate,28.9275
85,VPS54,YDR027C,punctate,26.61,7.223,punctate,48.5449,punctate,56.8503,punctate,18.902
291,VPS55,YJR044C,below threshold,18.47,3.4588300000000003,"punctate,vacuole membrane",87.6079,"ER,vacuole",182.895,punctate,34.6547
918,VPS60,YDR486C,vacuole membrane,34.32,11.229000000000001,"cytosol,punctate",176.74599999999998,cytosol,267.237,punctate,53.5609
2558,VPS61,YDR136C,below threshold,18.24,5.03351,,,,,,
252,VPS62,YGR141W,below threshold,16.39,4.1738599999999995,ER,24.7247,ER,13.9764,below threshold,21.6424
850,VPS63,YLR261C,below threshold,13.89,3.7102800000000005,nucleus,24.7875,missing,,below threshold,26.8633
10,VPS64,YDR200C,,,,ER,48.5347,ER,33.9067,below threshold,24.7796
2561,VPS65,YLR322W,below threshold,18.06,3.68815,,,,,,
2562,VPS66,YPR139C,below threshold,14.37,4.03009,,,,,,
2563,VPS69,YPR087W,below threshold,19.03,4.26494,,,,,,
331,VPS70,YJR126C,below threshold,16.36,4.74736,ER,31.105,"ER,vacuole",9.34122,below threshold,18.5818
